Incidenct Code;Customer Company Group;Customer Company;Create Date-Time;Resolution Date-Time;Incident Status;Incident Description;Support Group;Tower Group;Domain Group;Priority;Urgency;Resolution Description;Assigned Organization;Inc. Category;Last Modified Date;Inc. Type;Inc. Element;Aging (Days);Localización Cliente;Departamento Cliente
INC000000973122;IBERIA;IBERIA;10.01.18 12:54;10.01.18 12:54;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;10.01.18;ACCESS FAILURE;PASSWORD RESET;0;BCN AEROPUERTO;PUENTE AEREO PAX (AHABS0XK)
INC000000973124;IBERIA;IBERIA;10.01.18 12:52;10.01.18 12:52;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se le reinicia al usuario la contraseña siguiendo el proceso de seguridad, mediante retrollamada.;Unidad Control del Servicio;INCIDENT;10.01.18;ACCESS FAILURE;PASSWORD RESET;0;EDIF.105 - I.E.R.A.;MNG HIDRÁULICO Y NEUMÁTIC (AMICTC)
INC000000973125;IBERIA;IBERIA;10.01.18 12:54;24.01.18 20:01;Resolved;Incidencia en impresora.;IAG SITA Support;EUC;EUC;Baja;4-Baja;Tech Name: Juan Luis Varela Time/Date on site: 2018-01-11 15:01:28 / 2018-01-12 09:00:10 / 2018-01-16 12:00:00 / 2018-01-18 09:00:00 / 2018-01-23 10:00:00 Time/Date off site: 2018-01-18 15:36:56 / 2018-01-12 09:30:10 / 2018-01-16 12:30:00 / 2018-01-18 15:36:58 / 2018-01-23 10:30:00 Resolution details: Visit to bring back the printer already repaird with the new battery quoted. Release by IB user: Rosa Campi;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;24.01.18;PRINTING FAILURE;;14;VGO AEROPUERTO;POLIVALENCIA VIGO PAX (AHAYG0PZ)
INC000000973126;IBERIA;IBERIA;10.01.18 12:56;10.01.18 17:45;Resolved;Dispositivo averiado.;Mobiles;Network Tower;Network Tower;Baja;4-Baja;Reconfigurar.;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;10.01.18;TELEPHONY FAILURE;DEVICE;0;TERMINAL T4;ASIST.PAX T4_SECRETARIA (AHMDS00S)
INC000000973127;IBERIA;IBERIA;10.01.18 13:09;11.01.18 12:01;Resolved;[IMP001] Acquisition value negative in area 01;USV_DGMI;Application Tower;Mantenimiento Dir. Técnica – MRO;Media;3-Medio;;Mantenimiento Dir. Técnica;INCIDENT;11.01.18;SOFTWARE FAILURE;APPLICATION ERROR;1;SIN IDENTIFICAR;
INC000000973128;IBERIA;IBERIA;10.01.18 12:56;12.01.18 13:39;Resolved;Dispositivo averiado.;Mobiles;Network Tower;Network Tower;Baja;4-Baja;Cambiar el perfil de la linea.;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;12.01.18;TELEPHONY FAILURE;DEVICE;2;TERMINAL T4;ASIST.PAX T4_SECRETARIA (AHMDS00S)
INC000000973129;IBERIA;IBERIA;10.01.18 13:53;10.01.18 13:59;Resolved;10-01-2018:-OFFICE DEPOT, S.L. /// Retained;USCVEAM;Application Tower;Financiero;Baja;4-Baja;Hi Team, We have deleted the invoices retentions in Oracle. If you need anything else, don’t hesitate in contact us. Thank you. Kind regards. Financial System Support.;Mantenimiento Financiero;INCIDENT;10.01.18;SOFTWARE FAILURE;;0;SIN IDENTIFICAR;
INC000000973130;IBERIA;IBERIA;10.01.18 12:58;10.01.18 12:58;Resolved;Información Corte Programado;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se le informa al usuario de que existe un corte programada de mantenimiento de la aplicación.;Unidad Control del Servicio;INCIDENT;10.01.18;ACCESS FAILURE;;0;SIN IDENTIFICAR;
INC000000973131;IBERIA;IBERIA;10.01.18 13:28;10.01.18 13:28;Resolved;Información Corte Programado;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se le informa al usuario de que existe un corte programada de mantenimiento de la aplicación.;Unidad Control del Servicio;INCIDENT;10.01.18;ACCESS FAILURE;;0;SIN IDENTIFICAR;
INC000000973134;IBERIA;IBERIA;10.01.18 13:26;10.01.18 13:26;Resolved;Llamada centralita;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se le proporciona al usuario el telefono que necesita para su pesquisa.;Unidad Control del Servicio;INCIDENT;10.01.18;ACCESS FAILURE;;0;SIN IDENTIFICAR;
INC000000973135;IBERIA;IBERIA;10.01.18 13:18;10.01.18 13:18;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;10.01.18;ACCESS FAILURE;PASSWORD RESET;0;NEO-MARTINEZ VILLERGAS 49;SM. PLANIFICACIÓN ESTRATÉ (1FD000)
INC000000973136;IBERIA;IBERIA;10.01.18 13:48;;Pending;"El segundo aviso de puerta al mismo pasajero, se debe tipificar como “cambio de puerta""";NIIT_MTO_IBCONECTA;Application Tower;Comercial y CRM;Media;3-Medio;Incidents parked due to other priority work;Mantenimiento Comercial y CRM;INCIDENT;29.01.18;SOFTWARE FAILURE;;22;NEO-MARTINEZ VILLERGAS 49;MNG. GEST. INCIDENCIAS Y (APSI00)
INC000000973137;IBERIA;IBERIA;10.01.18 13:24;10.01.18 13:24;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;10.01.18;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR (VUELO);FLOTA A320 (AVVIC0A0)
INC000000973138;IBERIA;IBERIA;10.01.18 13:18;10.01.18 13:18;Resolved;Llamada centralita;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se le proporciona al usuario el telefono que necesita para su pesquisa.;Unidad Control del Servicio;INCIDENT;10.01.18;ACCESS FAILURE;;0;SIN IDENTIFICAR;
INC000000973139;IAG CARGO;IAG CARGO;10.01.18 13:44;;Pending;[CARGO PORTAL Schedule finder / IAGHEL-45178;CARGO-PORTAL;Application Tower;CARGO;Media;3-Medio;;Mantenimiento Cargo;INCIDENT;30.01.18;SOFTWARE FAILURE;;22;SIN IDENTIFICAR (MADRID BARAJAS);
INC000000973141;IBERIA;IBERIA;10.01.18 13:31;10.01.18 13:31;Resolved;Llamada centralita;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se le proporciona al usuario el telefono que necesita para su pesquisa.;Unidad Control del Servicio;INCIDENT;10.01.18;ACCESS FAILURE;;0;SIN IDENTIFICAR;
INC000000973144;IBERIA;IBERIA;10.01.18 13:35;10.01.18 13:35;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;10.01.18;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR (SAO PAULO);BRASIL_SAO PAULO_RCL (ALSAANSE)
INC000000973145;IBERIA;IBERIA;10.01.18 13:39;10.01.18 17:20;Resolved;Airnav va muy lento y se cuelga constantemente;USV_NON_SAP_APPS;Application Tower;Mantenimiento Dir. Técnica – MRO;Media;3-Medio;Server Issue Varios procesos de Java ejecutándose y bloqueandose entre ellos.;Mantenimiento Dir. Técnica;INCIDENT;10.01.18;ACCESS FAILURE;;0;HANGAR 6;TMA MECANICA. PROD CAD1 H (AMIRD0FA)
INC000000973147;IBERIA;IBERIA;10.01.18 13:33;10.01.18 17:20;Resolved;AIRNAV: no arranca la aplicación.;USV_NON_SAP_APPS;Application Tower;Mantenimiento Dir. Técnica – MRO;Media;3-Medio;Server Issue Varios procesos de Java ejecutándose y bloqueandose entre ellos.;Mantenimiento Dir. Técnica;INCIDENT;10.01.18;ACCESS FAILURE;;0;HANGAR 6;TMA AVIONICA PROD PROD HA (AMIRD0GB)
INC000000973148;IBERIA;IBERIA;10.01.18 13:58;10.01.18 13:58;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;10.01.18;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000973150;IBERIA;IBERIA;10.01.18 13:35;10.01.18 13:35;Resolved;Requiere nueva contraseña;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se informa al usuario del proceso de seguridad.;Unidad Control del Servicio;INCIDENT;10.01.18;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR (VUELO);GESTOR DE FLOTA LARGO RA (ABLY00)
INC000000973151;IBERIA;IBERIA;10.01.18 11:06;10.01.18 11:06;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;10.01.18;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000973152;IBERIA;IBERIA;10.01.18 11:04;10.01.18 11:43;Resolved;LINUX_sun - ERROR en APLICACI?N=IBConecta, CI=HUB003. Avisar Oncall CRM;DBA-ORACLE-App-Support;Application Tower;DBAs;Media;3-Medio;Duplicate ticket. Closing this incident and working on INC000000972986.;Mantenimiento Herramientas IT & DBAs;INCIDENT;10.01.18;SOFTWARE FAILURE;APPLICATION ERROR;0;MANDOS;
INC000000973153;IBERIA;IBERIA;10.01.18 10:47;22.01.18 16:50;Resolved;Clientes que no reciben ofertas ni promociones;NIIT_MTO_SFC_MKT;Application Tower;Comercial y CRM;Baja;4-Baja;Issue : User was not able to receive offers and promotions from Salesforce Marketing Cloud. Analysis : we analyse that the user should not present in any of the Auto Suppression List if he wants to receive offers and promotions from Salesforce Marketing Cloud, we checked there and user was not present in any of the Auto Suppression List. Also he must be present in LK_CLIENTE_OBJECTIVO, we checked there and user was also present there. Impact : As the user was nreceive offers and promotions from Salesforce Marketing Cloud he might miss important offers and promotions and can escalate iberia for that. Resolution : we checked in Auto Suppression List by raising case to Salesforce and user was not present in any of the Auto Suppression List. So we asked customer to send us the failed email or JOB ID so that we can investigate further on it, but customer was unable to send us the JOB ID even after 3-4 chasers. Once the customer will receive the JOB ID they will raise a new Incident.;Mantenimiento Comercial y CRM;INCIDENT;30.01.18;COMMUNICATIONS FAILURE;CONFIGURATION ERROR;12;MANDOS;
INC000000973154;IBERIA;IBERIA;10.01.18 10:44;10.01.18 10:44;Resolved;Requiere nueva contraseña;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se informa al usuario del proceso de seguridad.;Unidad Control del Servicio;INCIDENT;10.01.18;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000973155;IBERIA;IBERIA;10.01.18 10:48;30.01.18 10:07;Resolved;REPORTE INCIDENCIA EN SISTEMA RESIBER AREA CHECKIN;CKI;Application Tower;PSS;Media;3-Medio;Se sube parche en PROD;Mantenimiento Pasaje;INCIDENT;30.01.18;SOFTWARE FAILURE;;20;NEO-MARTINEZ VILLERGAS 49;SENIOR MANAGER COMERCIAL (AHC000)
INC000000973157;IBERIA;IBERIA;10.01.18 10:50;10.01.18 10:50;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;10.01.18;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000973158;IBERIA;IBERIA;10.01.18 10:57;18.01.18 13:40;Resolved;Mail message from CONTROL-M: Ha fallado el job A18OMR89 en zlc , avisar en horario laboral a USCIBMA;USCIBMAM;Application Tower;Cobol Domain;Baja;4-Baja;Issue: El proceso falla en el programa A18PRXBE debido a la existencia de registros con carencias de información. Impact: El fallo imposibilita la obtención del RES. Root Cause: El fallo viene provocado porque el primer registro del fichero de entrada no tiene informado el campo de fecha de proceso. Steps Taken: Se incluye manualmente la fecha de proceso y se relanza desde el paso fallado.;Mantenimiento COBOL;INCIDENT;18.01.18;PROCESS FAILURE;BATCH;8;MANDOS;U.OPERACIONES ORDENADORES (ASXA00)
INC000000973159;IBERIA;IBERIA;10.01.18 11:21;12.01.18 17:16;Resolved;algunos Id alumnos externos no aparecen;PeopleSoft Apps Support;Application Tower;RRHH;Baja;4-Baja;;Mantenimiento Corporativa y RRHH;INCIDENT;12.01.18;DATA ISSUE;;2;TALLER MOTORES;CENTRO FORMACION MANTENIM (AMKF00CI)
INC000000973160;IBERIA;IBERIA;10.01.18 11:13;17.01.18 07:16;Resolved;El vuelo American Airlines 0741 , 13.00 , no aparece en las pantallas.;Soporte Externo Salesforce Service;Delivery;Delivery;Alta;1-Crítica;Se cierra ticket tras hablar con el usuario;Mantenimiento Comercial y CRM;INCIDENT;17.01.18;ACCESS FAILURE;;7;SIN IDENTIFICAR (MADRID BARAJAS);PREMIUM HUB MAD BJS (BCLTP0BJ)
INC000000973161;IBERIA;IBERIA;10.01.18 11:55;10.01.18 12:14;Resolved;ALERTA-CRI ERROR CRITICO EN ROBOT BATCH (Proceso: Emision EURO ET1);AM_MTO_IBCOM;Application Tower;Ib.com;Media;3-Medio;1/10/2018 4:44:08 PM, NIIT.prani, Issue Description:ALERTA-CRI ERROR CRITICO EN ROBOT BATCH (Proceso: Emision EURO ET1) Business impact: Only 1 PNR stucked so no major impact Action taken: PNR: JI3HHV was stuck in EURO ET1 module. It has been removed and queued in Queue22 and the module has been restarted which is now running fine. Same has been communicated to Israel to take any further action to process the PNR if required.;MANTENIMIENTO IB.COM;INCIDENT;10.01.18;SOFTWARE FAILURE;APPLICATION ERROR;0;MANDOS;
INC000000973162;IBERIA;IBERIA;10.01.18 11:19;10.01.18 11:19;Resolved;Información petición;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se guia y/o informa al usuario de la información necesaria para abrir su petición correctamente mediante correo electrónico.;Unidad Control del Servicio;INCIDENT;10.01.18;PERFORMANCE ISSUE;;0;SIN IDENTIFICAR;
INC000000973163;IBERIA;IBERIA;10.01.18 11:15;10.01.18 12:35;Resolved;ING012:FW: Fichero ED18.LUPGCKIS.A180108 no recibido;Aplicaciones BI;Application Tower;BI;Baja;4-Baja;Análisis: se estudia el alcance Acciones: comprobaciones ficheros, linux y datastage Pruebas: No aplica;Mantenimiento BI;INCIDENT;10.01.18;DATA ISSUE;;0;SIN IDENTIFICAR;MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000000973164;IBERIA;IBERIA;10.01.18 11:16;15.01.18 12:31;Resolved;SODEXO IBERIA S.A.-9060238307;JAVA Apps Support;Application Tower;RRHH;Media;3-Medio;User not responding.;Mantenimiento Corporativa y RRHH;INCIDENT;15.01.18;DATA ISSUE;;5;SIN IDENTIFICAR;
INC000000973165;IBERIA;IBERIA;10.01.18 11:18;26.01.18 11:33;Resolved;Problemas Business;USCIBMAM;Application Tower;Cobol Domain;Baja;4-Baja;Issue: Al usuario no le cuadran los campos business Steps Taken: Tras análisis del error se trata de carencia en GPROD notificada a negocio y corregida por el sistema onlilne de GPROD. Tras el cierre y reproceso del mes erróneo resuelve finalmente la incidencia. Se adjunta visto bueno de usuario. Además el origen del campo CBUS y sus diferencias con el de pasajeros business viene explicado en la incidencia 970528;Mantenimiento COBOL;INCIDENT;26.01.18;SOFTWARE FAILURE;;16;NEO-MARTINEZ VILLERGAS 49;BP FINANZAS COMERCIAL Y R (1FIC00)
INC000000973166;IBERIA;IBERIA;10.01.18 11:25;17.01.18 15:16;Resolved;La facturación a Cias con SPA’s no está aplicando el descuento CHD / INF a los importes fijos.;USCIBMAM;Application Tower;Cobol Domain;Media;3-Medio;Issue: Consulta sobre importes fijos en valoración CRS's del R50 Impact: Bajo Root Causes: El descuento del porcentaje no se realiza desde un evolutivo implantado en 2010 (Ver detalles de trabajo). Steps taken: Se informa al cliente, y se le propone una mejora vía desarrollo si se requiere modificar el tratamiento actual.;Mantenimiento COBOL;INCIDENT;17.01.18;SOFTWARE FAILURE;;7;EDIF.110 - ALMACENES GENERALES;RESP. FACT. INTERL Y AG D (3KEMV0)
INC000000973169;IBERIA;IBERIA;10.01.18 11:52;10.01.18 12:26;Resolved;Solicita desbloqueo de usuario SAP.;SSCCLMZ;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Resuelto;Unidad Control del Servicio;INCIDENT;10.01.18;ACCESS FAILURE;PASSWORD RESET;0;BCN AEROPUERTO;TMA MECANICA (AMNLB0AC)
INC000000973171;IBERIA;IBERIA;10.01.18 11:24;10.01.18 11:26;Resolved;PONER EN SERVICIO EL IB-10573;AIRPORT1;Application Tower;Aeropuertos;Media;3-Medio;Changed Status of asset as requested by user.;Mantenimiento Aeropuertos;INCIDENT;10.01.18;DATA ISSUE;DATA LOST;0;NEO-MARTINEZ VILLERGAS 49;MNG. DE EQUIPOS TIERRA (1AH100)
INC000000973173;IBERIA;IBERIA;10.01.18 11:30;;In Progress;GTR004 - ERROR EN LA TRANSACCIÓN DE NEMO: OPERATIVIDAD- INFORME DE HORAS DE VUELO;Flight OPS IB;Application Tower;FLIGHT OPERATIONS;Baja;4-Baja;;Mantenimiento Operaciones;INCIDENT;15.01.18;SOFTWARE FAILURE;;22;NEO-MARTINEZ VILLERGAS 49;GEREN. FLOTAS (AVV000)
INC000000973174;IBERIA;IBERIA;10.01.18 11:46;10.01.18 11:46;Resolved;Solicita desbloqueo usuario LDAP.;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se comprueba acceso tras desbloqueo.;Unidad Control del Servicio;INCIDENT;10.01.18;ACCESS FAILURE;PASSWORD UNLOCK;0;DESCONOCIDO;COORD PROYECTOS Y APLICAC (AVF0AA)
INC000000973176;IBERIA;IBERIA;10.01.18 11:29;26.01.18 12:47;Resolved;LF superior al 100% Premium Economy;USCIBMAM;Application Tower;Cobol Domain;Baja;4-Baja;Issue: El LF de premuim economy es superior al 100% Root Cause: La oferta es menor que el número de pax Steps Taken: Se comprueban los datos y su origen. Con el paso del reproceso la calidad de los mismos mejoran. No se trata de una incidencia, el problema está en Gestión de la producción y para resolver esta problemática se requiere que negocio arregle dicho sistema por online y se solicite un reproceso del res vía maniobra.;Mantenimiento COBOL;INCIDENT;26.01.18;DATA ISSUE;;16;NEO-MARTINEZ VILLERGAS 49;BP FINANZAS COMERCIAL Y R (1FIC00)
INC000000973178;IBERIA;IBERIA;10.01.18 11:33;12.01.18 21:06;Resolved;Error en Pantalla de Transitos;IAG SITA Support;EUC;EUC;Baja;4-Baja;"""Tech name: Jonathan Time/Date on site: 01/10/2018 14:59:46 UTC Time/Date off site: 01/10/2018 15:57:21 UTC Work done: We checked the screen and observed that the problem is that the application not connect with the server. We called to. Iberia's Helpdesk and transferred the incident to the correct department. IB release person: Maria""";Unidad de Instalaciones y Telecomunicaciones;INCIDENT;12.01.18;HARDWARE FAILURE;;2;TERMINAL T4;U.A.C._INC.PASAJ._AG.ADM. (AHMDS07A)
INC000000973179;IBERIA;IBERIA;10.01.18 11:43;10.01.18 12:34;Resolved;Fallo Software: Porblemas para acceder a internet;IAG EUC Remote Support;EUC;EUC;Media;3-Medio;Se han eliminado las credenciales y se ha comprobado la conexion a la red. Operación realizada con éxito.;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;10.01.18;SOFTWARE FAILURE;;0;DESCONOCIDO;COORD PROYECTOS Y APLICAC (AVF0AA)
INC000000973180;IBERIA;IBERIA;10.01.18 11:35;;Assigned;Pasajeros y ofera a cero categorizados como regulares;USCIBMAM;Application Tower;Cobol Domain;Baja;4-Baja;;Mantenimiento COBOL;INCIDENT;26.01.18;DATA ISSUE;;22;NEO-MARTINEZ VILLERGAS 49;BP FINANZAS COMERCIAL Y R (1FIC00)
INC000000973181;IBERIA;IBERIA;10.01.18 11:38;10.01.18 11:38;Resolved;Requiere nueva contraseña;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se informa al usuario del proceso de seguridad para poder reiniciarle la contraseña.;Unidad Control del Servicio;INCIDENT;10.01.18;ACCESS FAILURE;PASSWORD RESET;0;NEO-MARTINEZ VILLERGAS 49;SM COMUNICACIÓN INTER Y R (1CI000)
INC000000973184;IBERIA;IBERIA;10.01.18 11:41;10.01.18 11:41;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;10.01.18;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000973185;IBERIA;IBERIA;10.01.18 12:11;10.01.18 12:11;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;10.01.18;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000973186;IBERIA;IBERIA;10.01.18 11:53;10.01.18 11:53;Resolved;Requiere nueva contraseña;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se informa al usuario del proceso de seguridad.;Unidad Control del Servicio;INCIDENT;10.01.18;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000973188;IBERIA;IBERIA;10.01.18 11:49;10.01.18 14:34;Resolved;LINUX_sun - rhvmap2.ib : Filesystem usr is occupied 90.73%. Call out to SOPORTE LINUX-SISTEMA OPERAT;Soporte Linux - Sistema Operativo;Server Tower;Server Tower;Media;3-Medio;Aumento hasta 10 Gb /usr;Unidad de Operaciones Ordenadores;INCIDENT;10.01.18;SOFTWARE FAILURE;APPLICATION ERROR;0;MANDOS;
INC000000973190;IBERIA;IBERIA;10.01.18 11:56;29.01.18 17:49;Resolved;RE: RITM1248354- Reactivate the vendors;USCVEAM;Application Tower;Financiero;Baja;4-Baja;Good afternoon Kamali, The supplier is activated. Is it possible that the name of the supplier is “FLUGHAFEN DORTMUND GMBH”? If you need anything else, do not hesitate to contact us. Thank you. Kind regards. Financial System Support.;Mantenimiento Financiero;INCIDENT;29.01.18;DATA ISSUE;;19;SIN IDENTIFICAR;
INC000000973191;IBERIA;IBERIA;10.01.18 12:02;10.01.18 12:44;Resolved;Sin internet en Hangar6, red BA;Conectividad de red;Network Tower;Network Tower;Media;3-Medio;[BT] Reinicio de los routers.;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;10.01.18;COMMUNICATIONS FAILURE;;0;SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL);D. COMERCIAL Y SOPORTE (AM5000)
